DRUG2,Abacavir,Acyclovir,Adefovir,Adefovir dipivoxil,Amantadine,Amprenavir,Asunaprevir,Atazanavir,Baloxavir marboxil,Beclabuvir,Bictegravir,Boceprevir,Brivudine,Calanolide A,Carmofur,Chloroquine,Cidofovir,Clevudine,Cobicistat,Daclatasvir,Darunavir,Dasabuvir,Delavirdine,Dexamethasone,Didanosine,Docosanol,Dolutegravir,Doravirine,Edoxudine,Efavirenz,Elbasvir,Elvitegravir,Elvucitabine,Emtricitabine,Enfuvirtide,Entecavir,Etravirine,Faldaprevir,Famciclovir,Favipiravir,Fomivirsen,Fosamprenavir,Foscarnet,Ganciclovir,Geldanamycin,Glecaprevir,Grazoprevir,Hydroxychloroquine,Ibalizumab,Ibuprofen,Idoxuridine,Imiquimod,Indinavir,Inosine pranobex,Interferon alfa,"Interferon alfa-2a, Recombinant",Interferon alfa-n1,Interferon alfacon-1,Interferon beta-1a,Lamivudine,Laninamivir,Laninamivir octanoate,Ledipasvir,Leronlimab,Letermovir,Lopinavir,Maraviroc,Maribavir,Metisazone,Moroxydine,Nelfinavir,Nevirapine,Ombitasvir,Oseltamivir,Palivizumab,Paritaprevir,Peginterferon alfa-2a,Peginterferon alfa-2b,Peginterferon alfacon-1,Penciclovir,Peramivir,Phosphonoacetic Acid,Pibrentasvir,Pleconaril,Podofilox,Raltegravir,Remdesivir,Ribavirin,Rilpivirine,Rimantadine,Ritonavir,Saquinavir,Simeprevir,Sinecatechins,Sofosbuvir,Stavudine,Taribavirin,Tecovirimat,Tegobuvir,Telaprevir,Telbivudine,Tenofovir,Tenofovir alafenamide,Tenofovir disoproxil,Tenofovir disoproxil fumarate,Tipranavir,Triazavirin,Trifluridine,Tromantadine,UC-781,Umifenovir,Valaciclovir,Valganciclovir,Valomaciclovir,Vaniprevir,Velpatasvir,Vidarabine,Voxilaprevir,Zalcitabine,Zanamivir,Zidovudine
Tipranavir,0.059908,0.067126,0.064892,0.064892,0.148515,0.287284,0.193317,0.26615,0.187335,0.195652,0.140845,0.043478,0.067323,0.098097,0.131059,0.223022,0.099476,0.086587,0.297229,0.162011,0.27031,0.0,0.226994,0.174652,0.063123,0.337325,0.155556,0.214058,0.063123,0.295238,0.176471,0.137026,0.049069,0.033333,0.0,0.045242,0.25,0.137088,0.091772,0.091618,0.0,0.27031,0.0,0.079258,0.125654,0.216518,0.165372,0.223404,0.0,0.176471,0.058824,0.190476,0.312849,0.195335,0.0,0.0,0.0,0.0,0.0,0.068301,0.109325,0.189024,0.199597,0.0,0.351351,0.277174,0.223329,0.087289,0.105169,0.0,0.197279,0.201413,0.0,0.17338,0.0,0.224256,0.07425,0.056911,0.0,0.09777,0.148649,0.0,0.105611,0.316726,0.253968,0.160059,0.195219,0.046512,0.271186,0.158301,0.242079,0.206897,0.19213,0.0,0.13388,0.085814,0.046512,0.117647,0.266568,0.103604,0.088083,0.094276,0.169591,0.061599,0.056423,1.0,0.0,0.134021,0.145299,0.0,0.216,0.059908,0.07089,0.152369,0.216057,0.162562,0.061093,0.210469,0.068301,0.111111,0.083333
Triazavirin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trifluridine,0.239669,0.292517,0.166181,0.166181,0.118421,0.080074,0.106259,0.066282,0.094527,0.124438,0.231102,0.050788,0.767241,0.172414,0.326531,0.111111,0.326531,0.777778,0.034031,0.100413,0.117117,0.0,0.09375,0.083333,0.476015,0.119792,0.216216,0.283951,0.809955,0.260745,0.111111,0.213483,0.603376,0.507937,0.0,0.387097,0.078224,0.143251,0.139241,0.114983,0.0,0.074523,0.0,0.355932,0.101243,0.125828,0.102041,0.168831,0.0,0.077844,0.772727,0.220238,0.075269,0.163337,0.0,0.0,0.0,0.0,0.0,0.522634,0.116625,0.113402,0.0907,0.0,0.164021,0.055807,0.176471,0.362319,0.165644,0.0,0.132743,0.195652,0.0,0.119792,0.0,0.146409,0.0,0.0,0.0,0.355932,0.12532,0.0,0.073171,0.133787,0.131687,0.120163,0.213235,0.340206,0.143498,0.111111,0.036415,0.112782,0.117397,0.0,0.394799,0.767442,0.340206,0.232227,0.107143,0.152648,0.82243,0.19186,0.133603,0.130952,0.114983,0.145833,0.0,1.0,0.091371,0.0,0.176471,0.147959,0.320225,0.166078,0.076294,0.089224,0.438356,0.099874,0.659193,0.116751,0.701245
Tromantadine,0.121951,0.083333,0.151685,0.151685,0.58371,0.125954,0.144131,0.196172,0.056782,0.183801,0.176471,0.13594,0.09375,0.019608,0.081081,0.092233,0.078167,0.0,0.232666,0.111111,0.133094,0.0,0.087786,0.241218,0.070496,0.023256,0.136364,0.0,0.096257,0.136364,0.095732,0.0,0.0,0.026316,0.0,0.131105,0.0,0.133603,0.079812,0.089109,0.0,0.117021,0.0,0.076115,0.120996,0.121252,0.134163,0.090047,0.0,0.0,0.098901,0.0,0.160131,0.156069,0.0,0.0,0.0,0.0,0.0,0.027027,0.274238,0.247166,0.126761,0.0,0.0,0.230503,0.25498,0.0,0.0,0.0,0.164875,0.071429,0.0,0.253561,0.0,0.117021,0.094891,0.111111,0.0,0.090426,0.289398,0.0,0.091445,0.075949,0.11332,0.18896,0.0,0.072386,0.0,0.48,0.25,0.146789,0.118881,0.0,0.0,0.0,0.0,0.204545,0.0,0.166407,0.098901,0.071429,0.051661,0.050725,0.045016,0.133672,0.0,0.091371,1.0,0.0,0.077236,0.069767,0.064302,0.068581,0.139601,0.117647,0.0,0.136951,0.076487,0.282051,0.09375
UC-781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umifenovir,0.170213,0.111111,0.106195,0.106195,0.0,0.338583,0.14514,0.22807,0.296928,0.212553,0.211573,0.0,0.103896,0.168582,0.161137,0.298077,0.123853,0.165501,0.269615,0.196809,0.313869,0.0,0.191336,0.0,0.210654,0.019231,0.264822,0.232604,0.193317,0.102041,0.238095,0.292929,0.179361,0.132075,0.0,0.177778,0.334792,0.158157,0.185345,0.129032,0.0,0.328413,0.0,0.106195,0.055718,0.130952,0.05814,0.29108,0.0,0.155779,0.134259,0.159091,0.24031,0.173305,0.0,0.0,0.0,0.0,0.0,0.108491,0.0,0.174312,0.162791,0.0,0.30809,0.171303,0.204013,0.207627,0.140143,0.0,0.34058,0.192053,0.0,0.201814,0.0,0.119134,0.077844,0.11437,0.0,0.106195,0.018868,0.0,0.166181,0.197605,0.212687,0.238095,0.256198,0.0,0.234818,0.0,0.272727,0.222707,0.111111,0.0,0.280148,0.173594,0.0,0.105169,0.214165,0.059269,0.169451,0.103896,0.28655,0.131757,0.117825,0.178295,0.0,0.158129,0.077236,0.0,1.0,0.208791,0.180124,0.129272,0.123737,0.227863,0.200924,0.065934,0.202046,0.0,0.161731
Valaciclovir,0.286863,0.694215,0.423841,0.423841,0.0,0.205534,0.094183,0.142433,0.131148,0.06267,0.109057,0.0,0.182796,0.075697,0.22093,0.143552,0.2,0.155914,0.134163,0.215227,0.152482,0.0,0.152344,0.0,0.557971,0.022222,0.11546,0.165254,0.155914,0.098131,0.185819,0.202532,0.301587,0.301587,0.0,0.389728,0.141649,0.181319,0.528662,0.166667,0.0,0.190476,0.0,0.634981,0.096121,0.07056,0.061947,0.140143,0.0,0.104816,0.160221,0.294118,0.079882,0.217184,0.0,0.0,0.0,0.0,0.0,0.311475,0.118881,0.09405,0.172249,0.0,0.083203,0.131783,0.116838,0.179245,0.142061,0.0,0.089431,0.19898,0.0,0.161616,0.0,0.075,0.192893,0.23506,0.0,0.34375,0.105882,0.0,0.134538,0.167401,0.050725,0.135029,0.2,0.176471,0.158798,0.07438,0.193798,0.09375,0.105121,0.0,0.230159,0.164773,0.147541,0.0,0.118761,0.119186,0.160221,0.410256,0.428571,0.388889,0.334661,0.059908,0.0,0.147959,0.069767,0.0,0.208791,1.0,0.779359,0.408163,0.025,0.193112,0.465798,0.057579,0.273885,0.121718,0.151832
Valganciclovir,0.408451,0.530249,0.315789,0.315789,0.0,0.179775,0.091644,0.125356,0.126984,0.061008,0.105169,0.041667,0.32948,0.052632,0.176471,0.134259,0.294118,0.339286,0.147541,0.209104,0.167247,0.0,0.146617,0.081594,0.47541,0.064302,0.111111,0.135458,0.339286,0.09375,0.171598,0.18,0.310976,0.279762,0.0,0.432836,0.098039,0.190798,0.501502,0.15625,0.0,0.167247,0.0,0.595745,0.107438,0.068884,0.081761,0.204819,0.0,0.099196,0.349693,0.314286,0.121076,0.183163,0.0,0.0,0.0,0.0,0.0,0.288344,0.121076,0.189516,0.168224,0.0,0.08067,0.162791,0.14726,0.3,0.134565,0.0,0.086614,0.198044,0.0,0.185185,0.0,0.073171,0.113636,0.174377,0.0,0.551724,0.042553,0.0,0.15346,0.15304,0.048951,0.107011,0.215753,0.325301,0.09375,0.070496,0.191554,0.131805,0.102362,0.0,0.319588,0.323077,0.290323,0.0,0.133672,0.143271,0.349693,0.424149,0.47343,0.402715,0.347656,0.07089,0.0,0.320225,0.064302,0.0,0.2,0.779359,1.0,0.473029,0.02439,0.188475,0.525974,0.076023,0.324921,0.103604,0.299435
Valomaciclovir,0.287313,0.260163,0.223709,0.223709,0.0,0.129477,0.072961,0.132948,0.097561,0.085526,0.091644,0.096606,0.169065,0.106195,0.206897,0.131448,0.162362,0.172161,0.141907,0.203704,0.137566,0.0,0.108033,0.0,0.262327,0.44086,0.095506,0.099855,0.19403,0.065831,0.190716,0.140351,0.119134,0.119134,0.0,0.293436,0.071429,0.163043,0.42562,0.098039,0.0,0.137566,0.0,0.2749,0.066998,0.056202,0.06599,0.131148,0.0,0.065719,0.175373,0.203704,0.094296,0.133641,0.0,0.0,0.0,0.0,0.0,0.121324,0.155779,0.178248,0.170108,0.0,0.073986,0.135266,0.11399,0.11811,0.072664,0.0,0.066667,0.166381,0.0,0.12605,0.0,0.067864,0.20354,0.083333,0.0,0.355932,0.05919,0.0,0.154177,0.141975,0.036745,0.079235,0.152369,0.111111,0.083815,0.04712,0.173653,0.123853,0.081933,0.0,0.208151,0.174242,0.09375,0.0,0.121252,0.125144,0.175373,0.24283,0.302932,0.343284,0.307578,0.152369,0.0,0.166078,0.068581,0.0,0.142857,0.408163,0.473029,1.0,0.057495,0.176471,0.274131,0.100099,0.121324,0.158433,0.169065
Vaniprevir,0.142061,0.027397,0.026667,0.026667,0.105919,0.175743,0.527027,0.243001,0.182549,0.306884,0.298343,0.298527,0.087866,0.156373,0.125926,0.091644,0.027027,0.078431,0.192189,0.216216,0.254753,0.0,0.241656,0.20108,0.106322,0.04712,0.214953,0.058264,0.065007,0.185944,0.172784,0.082045,0.065341,0.093294,0.0,0.085482,0.09589,0.314348,0.025,0.059908,0.0,0.282383,0.0,0.026667,0.046512,0.506173,0.592443,0.090426,0.0,0.092814,0.065919,0.104816,0.272295,0.093248,0.0,0.0,0.0,0.0,0.0,0.094675,0.126374,0.101695,0.211009,0.0,0.177143,0.284514,0.275773,0.122995,0.146789,0.067073,0.30491,0.148936,0.0,0.100413,0.0,0.435407,0.096076,0.058632,0.0,0.026667,0.100543,0.0,0.198044,0.0971,0.179487,0.166033,0.099253,0.11437,0.09589,0.117917,0.177094,0.259932,0.409478,0.0,0.09589,0.079137,0.048276,0.214188,0.072589,0.347087,0.079545,0.026316,0.064073,0.021739,0.020202,0.25,0.0,0.076294,0.156069,0.0,0.136654,0.025,0.02439,0.057495,1.0,0.217472,0.07483,0.55194,0.128049,0.128134,0.077348
Velpatasvir,0.182927,0.109741,0.103118,0.103118,0.079046,0.255708,0.316872,0.396896,0.279826,0.27,0.201764,0.23484,0.100592,0.125683,0.140351,0.13879,0.091127,0.123321,0.404073,0.664565,0.278027,0.0,0.212121,0.089005,0.131611,0.0,0.224018,0.135371,0.09134,0.133412,0.638608,0.258907,0.089588,0.090909,0.0,0.12426,0.236495,0.289398,0.152019,0.075544,0.0,0.254125,0.0,0.1071,0.106796,0.240942,0.224678,0.137163,0.0,0.148825,0.09375,0.174242,0.299255,0.276416,0.0,0.0,0.0,0.0,0.0,0.092025,0.103527,0.12766,0.547368,0.0,0.23302,0.30064,0.280899,0.145833,0.142132,0.046798,0.281768,0.175031,0.0,0.117647,0.0,0.272385,0.198502,0.065246,0.0,0.095238,0.097143,0.0,0.47541,0.201413,0.18232,0.245634,0.215242,0.088517,0.17849,0.077111,0.425339,0.350482,0.283056,0.0,0.15625,0.122195,0.085919,0.121899,0.256891,0.257485,0.092437,0.103203,0.220339,0.191257,0.177665,0.175299,0.0,0.089224,0.118963,0.0,0.227863,0.194581,0.188475,0.176471,0.217472,1.0,0.112426,0.221441,0.108344,0.09215,0.096698
Vidarabine,0.525424,0.617021,0.520913,0.520913,0.0,0.050725,0.055556,0.055635,0.064516,0.11276,0.182573,0.052632,0.453901,0.175115,0.164179,0.122449,0.282895,0.459854,0.101813,0.151079,0.156716,0.0,0.111111,0.081081,0.793722,0.119792,0.166307,0.12311,0.470588,0.105528,0.107185,0.166307,0.484375,0.397059,0.0,0.569343,0.156463,0.049305,0.424051,0.254902,0.0,0.047297,0.0,0.694915,0.099291,0.137885,0.144068,0.174935,0.0,0.0,0.48855,0.394558,0.107595,0.25,0.0,0.0,0.0,0.0,0.0,0.406844,0.119403,0.093117,0.088202,0.0,0.149826,0.029412,0.158879,0.492063,0.180124,0.0,0.064892,0.242938,0.0,0.119792,0.0,0.077922,0.0,0.0,0.0,0.619433,0.12532,0.0,0.065891,0.152074,0.15304,0.117886,0.28655,0.591837,0.108696,0.0,0.109445,0.083455,0.089655,0.0,0.271552,0.433962,0.591837,0.081081,0.123188,0.158059,0.471698,0.54717,0.349398,0.341176,0.292929,0.061093,0.0,0.438356,0.0,0.0,0.200924,0.465798,0.525974,0.274131,0.07483,0.100703,1.0,0.109694,0.522634,0.122449,0.40411
Voxilaprevir,0.167315,0.06274,0.05985,0.05985,0.097222,0.18527,0.486486,0.223022,0.180851,0.359003,0.230398,0.327434,0.101152,0.173594,0.127517,0.135204,0.05,0.099612,0.183206,0.175917,0.30967,0.0,0.27044,0.221662,0.114024,0.042654,0.254753,0.096045,0.102464,0.154345,0.244405,0.163337,0.100796,0.092105,0.0,0.145833,0.098398,0.498829,0.070155,0.098431,0.0,0.166848,0.0,0.061174,0.174533,0.818182,0.866667,0.133501,0.0,0.062992,0.103811,0.130092,0.320321,0.13834,0.0,0.0,0.0,0.0,0.0,0.093333,0.173403,0.147161,0.246661,0.0,0.153846,0.219512,0.278375,0.15869,0.143251,0.06412,0.270396,0.139565,0.0,0.073171,0.0,0.420644,0.059524,0.067251,0.0,0.061174,0.094711,0.0,0.175133,0.085714,0.160093,0.222494,0.159875,0.100917,0.066667,0.094595,0.147541,0.268657,0.443539,0.0,0.101695,0.099338,0.074169,0.204969,0.100823,0.38051,0.103811,0.069652,0.094258,0.049383,0.046065,0.197411,0.0,0.099874,0.145833,0.0,0.065934,0.057579,0.056257,0.082927,0.55194,0.207646,0.122581,1.0,0.106613,0.115288,0.112549
Zalcitabine,0.324503,0.416309,0.236749,0.236749,0.102662,0.142241,0.092308,0.059908,0.144465,0.127214,0.176471,0.076321,0.690141,0.15,0.328125,0.114286,0.465517,0.699029,0.057143,0.101322,0.156187,0.0,0.148649,0.087963,0.569507,0.137725,0.163895,0.166253,0.724138,0.196319,0.096059,0.158392,0.864407,0.71875,0.0,0.347518,0.270718,0.133721,0.30719,0.125,0.0,0.130952,0.0,0.434426,0.071429,0.12202,0.101449,0.173021,0.0,0.068966,0.761658,0.153846,0.111111,0.143552,0.0,0.0,0.0,0.0,0.0,0.767956,0.126761,0.116173,0.104294,0.0,0.070175,0.126516,0.156187,0.423729,0.064516,0.037037,0.109023,0.21118,0.0,0.130952,0.0,0.137026,0.0,0.0,0.0,0.367188,0.101695,0.0,0.088083,0.089588,0.138952,0.146789,0.184466,0.465517,0.173469,0.095406,0.045455,0.127451,0.086637,0.0,0.370558,0.774194,0.465517,0.127098,0.189979,0.107544,0.74359,0.267606,0.175115,0.171171,0.14786,0.068301,0.0,0.659193,0.076487,0.0,0.175,0.273885,0.324921,0.121324,0.15625,0.096059,0.522634,0.106613,1.0,0.130435,0.690141
Zanamivir,0.291209,0.075269,0.0,0.0,0.0,0.151631,0.125541,0.098266,0.0,0.037736,0.219008,0.135531,0.122715,0.159737,0.178161,0.043084,0.102151,0.129032,0.139241,0.097724,0.118881,0.0,0.137255,0.176471,0.12,0.212938,0.186441,0.0,0.126005,0.0,0.121495,0.154639,0.104972,0.098901,0.0,0.142132,0.0,0.119895,0.037528,0.086262,0.0,0.13879,0.074074,0.129032,0.170018,0.116816,0.147994,0.042129,0.0,0.25,0.126374,0.046229,0.148325,0.142534,0.0,0.0,0.0,0.0,0.0,0.104816,0.950207,0.681682,0.080178,0.0,0.14094,0.180328,0.077441,0.108597,0.052632,0.121795,0.147826,0.0,0.0,0.419558,0.0,0.133333,0.059908,0.06383,0.0,0.099476,0.554054,0.102941,0.086324,0.0,0.119843,0.14,0.152542,0.223881,0.0,0.0,0.185647,0.127596,0.111111,0.0,0.099099,0.104972,0.19883,0.2,0.0,0.109489,0.129477,0.041162,0.030195,0.029668,0.105528,0.111111,0.0,0.119593,0.282051,0.0,0.0,0.08046,0.103604,0.114754,0.128134,0.09215,0.122449,0.12801,0.130435,1.0,0.143617
Zidovudine,0.246459,0.302817,0.171171,0.171171,0.122449,0.122047,0.107829,0.067251,0.132404,0.126332,0.258427,0.051693,0.724138,0.176471,0.338028,0.11399,0.338028,0.748879,0.037234,0.130186,0.123389,0.0,0.095618,0.085106,0.494253,0.122995,0.221198,0.175115,0.764706,0.194444,0.123188,0.218391,0.629956,0.528926,0.0,0.354839,0.082251,0.080369,0.142857,0.119134,0.0,0.113139,0.0,0.322034,0.085409,0.115538,0.11576,0.173333,0.0,0.086957,0.727273,0.226994,0.061538,0.151586,0.0,0.0,0.0,0.0,0.0,0.545064,0.139896,0.132479,0.091754,0.0,0.136364,0.058282,0.203156,0.337209,0.170886,0.0,0.171004,0.204482,0.0,0.147541,0.0,0.097724,0.0,0.0,0.0,0.368421,0.149733,0.0,0.073892,0.084071,0.099796,0.122661,0.194853,0.305842,0.149425,0.11465,0.039886,0.114504,0.119082,0.0,0.371158,0.813725,0.305842,0.148649,0.170825,0.124807,0.792453,0.197605,0.136364,0.133603,0.117021,0.067323,0.0,0.701245,0.09375,0.0,0.180556,0.151832,0.299435,0.169065,0.077348,0.091549,0.40411,0.112549,0.690141,0.143617,1.0
